Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17082018,461001615,0001719
Trade Date <17-AUG-2018>,Settlement Type <N>,Settlement No <2018158>,Settlement Date <21-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1623,UNITEDTEA,EQ,378,130,34.39
20,1624,UNITY,EQ,48136,41267,85.73
20,1625,UNIVCABLES,EQ,676541,269517,39.84
20,1626,UPL,EQ,1212452,322187,26.57
20,1627,URAVI,SM,3600,3600,100.00
20,1628,URJA,EQ,887938,598620,67.42
20,1629,USHAMART,EQ,798548,443700,55.56
20,1630,USHERAGRO,EQ,4067,3392,83.40
20,1631,UTIFEFRGR4,MF,30000,20000,66.67
20,1632,UTINEXT50,EQ,1575,1306,82.92
20,1633,UTINIFTETF,EQ,17,10,58.82
20,1634,UTISENSETF,EQ,24,19,79.17
20,1635,UTTAMSTL,EQ,658811,394596,59.90
20,1636,UTTAMSUGAR,EQ,13041,6182,47.40
20,1637,V2RETAIL,EQ,22876,14223,62.17
20,1638,VADILALIND,EQ,6947,3705,53.33
20,1639,VAIBHAVGBL,EQ,1172,702,59.90
20,1640,VAKRANGEE,EQ,12337751,5037556,40.83
20,1641,VARDHACRLC,EQ,14887,13363,89.76
20,1642,VARDMNPOLY,EQ,20943,16517,78.87
20,1643,VARROC,EQ,297459,265944,89.41
20,1644,VASCONEQ,EQ,298122,183628,61.59
20,1645,VASWANI,EQ,14748,10032,68.02
20,1646,VBL,EQ,28221,15876,56.26
20,1647,VEDL,EQ,13308267,2235666,16.80
20,1648,VEDL,P1,15950,15950,100.00
20,1649,VENKEYS,EQ,52221,16849,32.26
20,1650,VENUSREM,EQ,278419,40963,14.71
20,1651,VERTOZ,SM,38400,12000,31.25
20,1652,VESUVIUS,EQ,1657,1078,65.06
20,1653,VETO,EQ,33501,17871,53.34
20,1654,VGUARD,EQ,743769,210673,28.33
20,1655,VHL,EQ,3752,1600,42.64
20,1656,VICEROY,EQ,70394,38722,55.01
20,1657,VIDHIING,EQ,81706,50884,62.28
20,1658,VIJAYABANK,EQ,740301,447465,60.44
20,1659,VIJIFIN,EQ,21687,17016,78.46
20,1660,VIJSHAN,EQ,20866,12127,58.12
20,1661,VIKASECO,EQ,1902820,1114151,58.55
20,1662,VIMTALABS,EQ,20981,13897,66.24
20,1663,VINATIORGA,EQ,81919,26940,32.89
20,1664,VINDHYATEL,EQ,19131,10877,56.86
20,1665,VINYLINDIA,EQ,39460,18777,47.58
20,1666,VIPCLOTHNG,EQ,63214,32303,51.10
20,1667,VIPIND,EQ,238744,96913,40.59
20,1668,VIPULLTD,EQ,68160,44567,65.39
20,1669,VISAKAIND,EQ,31904,19180,60.12
20,1670,VISESHINFO,EQ,29090917,19731122,67.83
20,1671,VISHNU,EQ,16751,9717,58.01
20,1672,VIVIDHA,EQ,99841,55244,55.33
20,1673,VIVIMEDLAB,EQ,559403,274997,49.16
20,1674,VLSFINANCE,EQ,40471,21650,53.50
20,1675,VMART,EQ,4720,2382,50.47
20,1676,VOLTAMP,EQ,9627,4919,51.10
20,1677,VOLTAS,EQ,1498617,563092,37.57
20,1678,VRLLOG,EQ,41343,28813,69.69
20,1679,VSCL,SM,3000,3000,100.00
20,1680,VSSL,EQ,11357,9686,85.29
20,1681,VSTIND,EQ,1896,1680,88.61
20,1682,VSTTILLERS,EQ,3110,2049,65.88
20,1683,VTL,EQ,6702,4662,69.56
20,1684,WABAG,EQ,189133,96370,50.95
20,1685,WABCOINDIA,EQ,9418,6598,70.06
20,1686,WALCHANNAG,EQ,145816,33177,22.75
20,1687,WEBELSOLAR,EQ,301898,161807,53.60
20,1688,WEIZFOREX,EQ,77397,15193,19.63
20,1689,WEIZMANIND,EQ,87235,27636,31.68
20,1690,WELCORP,EQ,471627,335491,71.13
20,1691,WELENT,EQ,113137,58538,51.74
20,1692,WELINV,EQ,33,33,100.00
20,1693,WELSPUNIND,EQ,1118027,612808,54.81
20,1694,WENDT,EQ,230,175,76.09
20,1695,WHEELS,EQ,5570,3676,66.00
20,1696,WHIRLPOOL,EQ,14218,8985,63.19
20,1697,WILLAMAGOR,EQ,1634,1535,93.94
20,1698,WINDMACHIN,EQ,112253,8011,7.14
20,1699,WIPRO,EQ,2728968,1241861,45.51
20,1700,WOCKPHARMA,EQ,1670088,164129,9.83
20,1701,WONDERLA,EQ,31628,20199,63.86
20,1702,WORTH,SM,4500,3000,66.67
20,1703,WSTCSTPAPR,EQ,434177,156889,36.13
20,1704,XCHANGING,EQ,25872,16673,64.44
20,1705,XPROINDIA,EQ,11399,9205,80.75
20,1706,YESBANK,EQ,16094026,5712507,35.49
20,1707,ZEEL,EQ,1187919,425499,35.82
20,1708,ZEEL,P2,29233,29233,100.00
20,1709,ZEELEARN,EQ,142163,50344,35.41
20,1710,ZEEMEDIA,EQ,173861,118258,68.02
20,1711,ZENSARTECH,EQ,65198,19151,29.37
20,1712,ZENTEC,EQ,30327,22950,75.68
20,1713,ZICOM,EQ,25357,19168,75.59
20,1714,ZODIACLOTH,EQ,3243,1727,53.25
20,1715,ZODJRDMKJ,EQ,932,807,86.59
20,1716,ZOTA,SM,11000,4500,40.91
20,1717,ZUARI,EQ,32758,16491,50.34
20,1718,ZUARIGLOB,EQ,47195,20984,44.46
20,1719,ZYDUSWELL,EQ,3348,2211,66.04
